pmid,pmc_id,title,primary_type,journal,publication_date,doi,has_fulltext,appeared_in_iterations,num_iterations
41202216,PMC12599346,"Awareness, uptake, and barriers to vaccination against respiratory tract infections in patients with diabetes mellitus: A multi-center study in Saudi Arabia.",Journal Article,Human vaccines & immunotherapeutics,,10.1080/21645515.2025.2585544,True,iteration_2_and_3_combined,1
41204857,PMC12595786,Changes in HIV-1 Reservoir Dynamics After Mpox Infection.,Journal Article,Journal of medical virology,,10.1002/jmv.70690,True,iteration_2_and_3_combined,1
41206896,PMC12596985,"CORRECTION: ""[Immune cell subset profiling and metabolic dysregulation define the divergent immune microenvironments in HIV immunological non-responders]"".",Published Erratum,Clinical and translational medicine,,10.1002/ctm2.70522,True,iteration_2_and_3_combined,1
41207664,PMC12599358,Epidemiological and clinical impact of pneumococcal disease in Spain in 2023: A nationwide retrospective analysis.,Journal Article,Human vaccines & immunotherapeutics,,10.1080/21645515.2025.2579385,True,iteration_2_and_3_combined,1
41208626,PMC12604130,Disruption of influenza A virus transmission in gene-edited pigs.,Journal Article,Emerging microbes & infections,,10.1080/22221751.2025.2576580,True,iteration_2_and_3_combined,1
41208642,PMC12598408,Research Progress of Annexin A1 and Its Derived Peptides in the Diagnosis and Treatment of Circulatory Diseases.,Review,"Immunity, inflammation and disease",,10.1002/iid3.70249,True,iteration_2_and_3_combined,1
41208649,PMC12598521,Integrated Multiomics Analysis and Mendelian Randomization Identify SIRT1 as a Pivotal Aging-Associated Gene in Meningioma.,Journal Article,IUBMB life,,10.1002/iub.70072,True,iteration_2_and_3_combined,1
41208836,PMC12589865,Opt-in and opt-out strategies for HIV testing.,Letter,The Lancet regional health. Europe,,10.1016/j.lanepe.2025.101482,True,iteration_2_and_3_combined,1
41208838,PMC12590432,Opt-in and opt-out strategies for HIV testing-author's reply.,Letter,The Lancet regional health. Europe,,10.1016/j.lanepe.2025.101500,True,iteration_2_and_3_combined,1
41208873,PMC12592138,Rituximab in PR3-ANCA positive patients with moderately to severely active ulcerative colitis: a multicenter real-world pilot study.,Journal Article,Frontiers in pharmacology,,10.3389/fphar.2025.1621795,True,iteration_2_and_3_combined,1
41208894,PMC12594604,Cardiac fibroblast-derived IGFBP6 orchestrates cardiac remodeling by coupling the EGR1-MFAP4 axis.,Journal Article,International journal of biological sciences,,10.7150/ijbs.114417,True,iteration_2_and_3_combined,1
41208925,PMC12592978,Impact of protein intervention timings on critically ill patients: A systematic review and meta- analysis.,Review,Journal of critical care medicine (Universitatea de Medicina si Farmacie din Targu-Mures),,10.2478/jccm-2025-0047,True,iteration_2_and_3_combined,1
41208930,PMC12592921,Age-related differences in sepsis outcomes: A comparative analysis of elderly and very elderly ICU patients.,Journal Article,Journal of critical care medicine (Universitatea de Medicina si Farmacie din Targu-Mures),,10.2478/jccm-2025-0034,True,iteration_2_and_3_combined,1
41208953,PMC12592191,rBCG-LTAK63 enhances protection against tuberculosis by inducing autophagy and circadian gene regulation.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1695560,True,iteration_2_and_3_combined,1
41208955,PMC12591961,Multi-omic analysis of PBMCs in sepsis reveals widespread cytotoxic dysfunction and an increased population of CD69 expressing naïve CD4+ T cells.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1667186,True,iteration_2_and_3_combined,1
41208956,PMC12592183,Exogenous melatonin boosts vaccine-induced immunity in individuals with high pre-existing influenza immunity.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1663763,True,iteration_2_and_3_combined,1
41208964,PMC12589035,Infectious adverse events associated with immune checkpoint inhibitors: a pharmacovigilance analysis based on FAERS database.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1647944,True,iteration_2_and_3_combined,1
41208973,PMC12592047,Disseminated Kaposi sarcoma patients exhibit an expanded population of CD8+CD57+ T cells and an immunosenescence profile.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1625386,True,iteration_2_and_3_combined,1
41208976,PMC12588940,Expression of NEAT1 induced by influenza virus infection is regulated by activated STAT3 and contributes to STAT3-mediated antiviral immunity.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1693884,True,iteration_2_and_3_combined,1
41208983,PMC12591881,"Acute exercise alters immune responses in older adults, with extracellular vesicle changes observed in a high-intensity intervention.",Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1661161,True,iteration_2_and_3_combined,1
41208985,PMC12589052,Myelin oligodendrocyte glycoprotein antibody-associated isolated aseptic meningitis: a single-center pediatric case series.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1699683,True,iteration_2_and_3_combined,1
41209005,PMC12591966,Association of body mass index changes with short-term mortality risks in ICU patients with sepsis across different admission BMI states: analysis of the MIMIC-IV database.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1698405,True,iteration_2_and_3_combined,1
41209006,PMC12591971,The immunosuppressive mechanisms induced by sepsis and the corresponding treatment strategies.,Review,Frontiers in immunology,,10.3389/fimmu.2025.1643194,True,iteration_2_and_3_combined,1
41209007,PMC12589061,Immune markers for pulmonary aspergillosis in patients with chronic obstructive pulmonary disease: a narrative review.,Review,Frontiers in immunology,,10.3389/fimmu.2025.1687790,True,iteration_1_disease,1
41209009,PMC12592197,Risk assessment of pulmonary infections in primary glomerular diseases treated with rituximab.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1646894,True,iteration_2_and_3_combined,1
41209014,PMC12588956,Metatranscriptomic analysis of the gut virome in Muscovy ducks reveals a novel duck reovirus potentially associated with hepatic and splenic hemorrhage.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1680275,True,iteration_2_and_3_combined,1
41209015,PMC12592187,HBHA-ECSIT interaction disrupts macrophage autophagy to promote Mycobacterium tuberculosis persistence.,Journal Article,Frontiers in immunology,,10.3389/fimmu.2025.1596568,True,iteration_2_and_3_combined,1
41209048,PMC12595934,Soluble Programmed Cell Death-1: A Potential Predictor of HBsAg Loss in Pediatric Patients with Chronic Hepatitis B Undergoing Peginterferon Therapy.,Journal Article,ImmunoTargets and therapy,,10.2147/ITT.S541485,True,iteration_2_and_3_combined,1
41209134,PMC12593750,Insight Into the Role of NLRP3 Inflammasomes in Takayasu's Arteritis: Mechanisms and Targeted Pharmacotherapies.,Review,Reviews in cardiovascular medicine,,10.31083/RCM38815,True,iteration_2_and_3_combined,1
41209137,PMC12593738,Sepsis-Related Cardiomyopathy: Advances in Diagnosis and Treatment.,Review,Reviews in cardiovascular medicine,,10.31083/RCM37044,True,"iteration_1_disease, iteration_1_disease, iteration_2_and_3_combined",3
41209176,PMC12595376,Inpatient Utilization of Therapeutic Plasma Exchange in the United States: 2016-2021.,Journal Article,Kidney medicine,,10.1016/j.xkme.2025.101105,True,iteration_2_and_3_combined,1
41209349,PMC12590226,Metabolomics in neonatal sepsis: A critical appraisal of current evidence.,Review,Computational and structural biotechnology journal,,10.1016/j.csbj.2025.10.034,True,"iteration_1_disease, iteration_1_disease, iteration_2_and_3_combined",3
41209372,PMC12596122,Long-acting Cabotegravir/Rilpivirine for Treatment of HIV During Pregnancy: A Case Series.,Journal Article,Open forum infectious diseases,,10.1093/ofid/ofaf649,True,iteration_2_and_3_combined,1
41209376,PMC12592648,"Epidemiology, management and outcome of acute respiratory distress syndrome in Sub-Saharan Africa: a systematic review.",Review,JRSM open,,10.1177/20542704251390024,True,iteration_2_and_3_combined,1
41209391,PMC12589864,Anti-Thymocyte Globulin Treatment of Steroid-Refractory T-Cell Hepatitis in Children: A Case Series.,Review,Gastro hep advances,,10.1016/j.gastha.2025.100793,True,iteration_2_and_3_combined,1
41209548,PMC12595327,"Age-stratified Associations between Chronic Periodontal Disease and Clinical Outcomes in Hemodialysis Patients: Mortality, Pneumonia, and Fractures.",Journal Article,International journal of medical sciences,,10.7150/ijms.116133,True,iteration_2_and_3_combined,1
41209564,PMC12595342,Impact of Latent Tuberculosis Infection on Ovarian Reserve and In Vitro Fertilization or Intracytoplasmic Sperm Injection Outcomes: A Retrospective Cohort Study with Propensity Score Matching.,Journal Article,International journal of medical sciences,,10.7150/ijms.114851,True,iteration_2_and_3_combined,1
41209568,PMC12595430,The impact of evodiamine on human anaplastic thyroid cancer therapy-an in vitro and in vivo study.,Journal Article,International journal of medical sciences,,10.7150/ijms.122604,True,iteration_2_and_3_combined,1
41209577,PMC12591250,A Challenging Case of Immune-Related Organizing Pneumonitis Following Programmed Cell Death 1 Inhibitor Therapy in Non-Small Cell Lung Cancer.,Journal Article,Journal of clinical medicine research,,10.14740/jocmr6255,True,iteration_2_and_3_combined,1
41209598,PMC12594586,Non-exanthematous mpox infections in Nigeria: a possible explanation of the sporadic outbreaks in city centers?,Journal Article,The Pan African medical journal,,10.11604/pamj.supp.2025.50.1.46087,True,iteration_2_and_3_combined,1
41209599,PMC12594587,"Epidemiology, clinical presentation and outcome of human mpox in Rivers State, Nigeria during the 2022-23 outbreak: an observational retrospective study.",Journal Article,The Pan African medical journal,,10.11604/pamj.supp.2025.50.1.46067,True,iteration_2_and_3_combined,1
41209600,PMC12594584,"Mitigating the surge of mpox in Africa: capacity building through public outreach, sample and case management training for healthcare workers and veterinarians.",Journal Article,The Pan African medical journal,,10.11604/pamj.supp.2025.50.1.44476,True,iteration_2_and_3_combined,1
41209605,PMC12594582,Mpox in a non-HIV immunosuppressed host: a case report from Nigeria.,Journal Article,The Pan African medical journal,,10.11604/pamj.supp.2025.50.1.46082,True,iteration_2_and_3_combined,1
41209619,PMC12592661,Real-world evidence for immunotherapy in the first-line or subsequent-line setting in extensive-stage small-cell lung cancer.,Journal Article,Therapeutic advances in medical oncology,,10.1177/17588359251387570,True,iteration_2_and_3_combined,1
41209652,PMC12595281,Derivation and external validation of community-acquired pneumonia subphenotypes in Southeast Asia: a secondary analysis of prospective cohort studies.,Journal Article,EClinicalMedicine,,10.1016/j.eclinm.2025.103572,True,iteration_2_and_3_combined,1
41209656,PMC12595275,Real-time risk prediction model for sepsis in patients with acute gastrointestinal bleeding: development and multicenter validation of a dynamic monitoring tool.,Journal Article,EClinicalMedicine,,10.1016/j.eclinm.2025.103574,True,iteration_2_and_3_combined,1
41209663,PMC12590286,"HPV profiles in Botswana: An analysis of healthy women, cervical intraepithelial neoplasia, and invasive cervical cancer.",Journal Article,Gynecologic oncology reports,,10.1016/j.gore.2025.101971,True,iteration_2_and_3_combined,1
41209686,PMC12591817,Distinct Presentations of Langerhans Cell Histiocytosis in Children: A Case Series.,Journal Article,Case reports in oncological medicine,,10.1155/crom/5583430,True,iteration_2_and_3_combined,1
41209693,PMC12590256,VAPA strikes the patient again!,Journal Article,Medical mycology case reports,,10.1016/j.mmcr.2025.100747,True,iteration_2_and_3_combined,1
41209718,PMC12590253,Reduced fitness and enhanced immunogenicity of M. tuberculosis ural family isolates limit global spread.,Journal Article,Current research in microbial sciences,,10.1016/j.crmicr.2025.100488,True,iteration_2_and_3_combined,1
41209728,PMC12592065,RapTB: a lung-derived hemoglobin fragment with activity against Mycobacterium tuberculosis.,Journal Article,Frontiers in microbiology,,10.3389/fmicb.2025.1669022,True,iteration_2_and_3_combined,1
41209739,PMC12593480,Postbiotics derived from recombinant lactic acid bacteria exhibit high IL6-binding capacity and suppress IL6-induced STAT3 signaling.,Journal Article,Frontiers in microbiology,,10.3389/fmicb.2025.1657810,True,iteration_2_and_3_combined,1
41209815,PMC12594312,Defects in Innate and Intrinsic Immunity in Morocco: A Retrospective Analysis of the Genetic Landscape and Clinical Correlations.,Journal Article,Pathogens & immunity,,10.20411/pai.v10i2.845,True,iteration_2_and_3_combined,1
41209826,PMC12589898,A retrospective risk factor analysis in psychiatric inpatients with COVID-19 from 2020 to 2023 at a neuropsychiatric hospital in Tokyo.,Journal Article,PCN reports : psychiatry and clinical neurosciences,,10.1002/pcn5.70230,True,iteration_2_and_3_combined,1
41209864,PMC12595997,Adult Acute Respiratory Distress Syndrome (ARDS) Caused by Human Rhinovirus During Janus Kinase Inhibitor Therapy for Rheumatoid Arthritis: A Case Report and Literature Review.,Journal Article,Cureus,,10.7759/cureus.94213,True,iteration_2_and_3_combined,1
41209878,PMC12595755,Laparoscopic Drainage of a Gas-Forming Liver Abscess in a Hostile Abdomen: Surgical Feasibility Does Not Guarantee Survival.,Journal Article,Cureus,,10.7759/cureus.94196,True,iteration_2_and_3_combined,1
41209883,PMC12590048,A Diagnostic Puzzle: Unveiling Tuberculosis Peritonitis in an Immunocompromised Patient.,Journal Article,Cureus,,10.7759/cureus.93962,True,iteration_2_and_3_combined,1
41209897,PMC12595518,"Screening and Risk Assessment of Hepatitis B and C Among Medical Students and Non-teaching Staff of Services Institute of Medical Sciences, Lahore.",Journal Article,Cureus,,10.7759/cureus.94170,True,iteration_2_and_3_combined,1
41209902,PMC12590065,Eyelid Ptosis as an Atypical Manifestation of Meningeal Cryptococcosis: A Case Report.,Journal Article,Cureus,,10.7759/cureus.93907,True,iteration_2_and_3_combined,1
41209915,PMC12596015,Clinical Spectrum and Prognostic Predictors of Guillain-Barré Syndrome: A Prospective Observational Study From South India.,Journal Article,Cureus,,10.7759/cureus.94093,True,iteration_2_and_3_combined,1
41209916,PMC12588824,A Comparative Analysis of Resistance Patterns in Rifampin-Resistant Tuberculosis: Mutations Within and Outside the Rifampicin Resistance-Determining Region.,Journal Article,Cureus,,10.7759/cureus.93975,True,iteration_2_and_3_combined,1
41209925,PMC12589674,A Cross-Sectional Study Comparing AI-Generated Educational Content on Pneumonia for Medical Professionals With UpToDate.,Journal Article,Cureus,,10.7759/cureus.93984,True,iteration_2_and_3_combined,1
41209929,PMC12595284,An Unusual Case of Nonneutropenic Fever Associated With Myelodysplasia and Sweet's Syndrome.,Journal Article,Cureus,,10.7759/cureus.94166,True,iteration_2_and_3_combined,1
41209945,PMC12589147,Hemophagocytic Lymphohistiocytosis (HLH) Induced by Epstein-Barr Virus in a Patient With Human Immunodeficiency Virus (HIV) Infection.,Journal Article,Cureus,,10.7759/cureus.93979,True,iteration_2_and_3_combined,1
41209950,PMC12590089,Progressive Multifocal Leukoencephalopathy as the Initial Presentation of Undiagnosed HIV Infection: A Case Report.,Journal Article,Cureus,,10.7759/cureus.93923,True,iteration_2_and_3_combined,1
41209951,PMC12595514,A Case of Piperacillin-Induced Immune Thrombocytopenia: Diagnostic Challenges and Management.,Journal Article,Cureus,,10.7759/cureus.94174,True,iteration_2_and_3_combined,1
41209953,PMC12592733,Ceftriaxone for Methicillin-Susceptible Staphylococcus aureus Bacteremia: A Descriptive Case Series of Nine Patients During a Cefazolin Shortage.,Journal Article,Cureus,,10.7759/cureus.93977,True,iteration_2_and_3_combined,1
41209955,PMC12595750,Thymoma in Ectopic Thymus: An Overlooked Differential and a Pathologist's Dilemma.,Journal Article,Cureus,,10.7759/cureus.94195,True,iteration_2_and_3_combined,1
41209966,PMC12590091,Burkitt's Lymphoma Located in the Orbit: A Case Report.,Journal Article,Cureus,,10.7759/cureus.93995,True,iteration_2_and_3_combined,1
41209973,PMC12591788,High-Resolution Spatial Surveillance of Sexually Transmitted Disease Risk in Urban Japan Using Hierarchical Hexagonal Grids (H3) and Quantum Geographic Information System (QGIS).,Journal Article,Cureus,,10.7759/cureus.94061,True,iteration_2_and_3_combined,1
41209996,PMC12594282,Strategic Leverage Points in Implementing India's Nikshay Poshan Yojana for Tuberculosis Patients: A Scoping Review.,Review,Cureus,,10.7759/cureus.94143,True,iteration_2_and_3_combined,1
41210013,PMC12595582,Treatment of Prosthetic Vascular Graft Infections Using Cryopreserved Homografts: A Surgical Case Series.,Journal Article,Cureus,,10.7759/cureus.94183,True,iteration_2_and_3_combined,1
41210055,PMC12595598,Liver Cirrhosis in Pregnancy and Its Fetal Outcomes: A Prospective Case Series.,Journal Article,Cureus,,10.7759/cureus.94189,True,iteration_2_and_3_combined,1
41210057,PMC12591277,Acute Respiratory Distress Syndrome Caused by Varicella Pneumonia in an Immunocompetent Adult: A Case Report.,Journal Article,Cureus,,10.7759/cureus.94042,True,iteration_2_and_3_combined,1
41210058,PMC12592887,Think Addison's Disease: Disseminated Tuberculosis Presenting With Adrenal Crisis in a Young Male Patient.,Journal Article,Cureus,,10.7759/cureus.94091,True,iteration_2_and_3_combined,1
41210072,PMC12593847,Comparison of Computed Tomography Findings of Tuberculosis and Non-Tuberculous Mycobacterial Lung Infections.,Journal Article,Infection and drug resistance,,10.2147/IDR.S551524,True,iteration_2_and_3_combined,1
41210126,PMC12590181,Adverse childhood experiences and their impact on primary headache patients: a cross-sectional study.,Journal Article,Frontiers in psychiatry,,10.3389/fpsyt.2025.1676559,True,iteration_2_and_3_combined,1
41210149,PMC12595423,Life-threatening airway stenosis due to Scedosporium infection during nontuberculous mycobacteria treatment: A case report.,Journal Article,Respiratory medicine case reports,,10.1016/j.rmcr.2025.102309,True,iteration_2_and_3_combined,1
41210153,PMC12590224,Regorafenib pulmonary toxicity: A case of cavitary lung disease and ARDS treated with infliximab.,Journal Article,Respiratory medicine case reports,,10.1016/j.rmcr.2025.102302,True,iteration_2_and_3_combined,1
41210227,PMC12589089,Connecting research and community: a methodological framework for investigating CMV transmission in childcare settings.,Journal Article,Frontiers in pediatrics,,10.3389/fped.2025.1657706,True,iteration_2_and_3_combined,1
41210231,PMC12592088,Therapeutic plasma exchange in autoimmune diseases: a retrospective study in a tertiary pediatric hospital in Mexico.,Journal Article,Frontiers in pediatrics,,10.3389/fped.2025.1680460,True,iteration_2_and_3_combined,1
41210232,PMC12592178,Delivery-room and NICU admission temperatures in preterm infants <32 weeks at a tertiary centre in Saudi Arabia: associations with mortality and morbidity.,Journal Article,Frontiers in pediatrics,,10.3389/fped.2025.1678128,True,iteration_2_and_3_combined,1
41210234,PMC12592089,"Epidemiological and clinical analysis of 291 children diagnosed with Chlamydia pneumoniae pneumonia: a 10-year retrospective study in Shijiazhuang, China.",Journal Article,Frontiers in pediatrics,,10.3389/fped.2025.1681564,True,iteration_2_and_3_combined,1
41210235,PMC12589007,Machine learning-based time-to-event survival analysis in pediatric patients with severe sepsis.,Journal Article,Frontiers in pediatrics,,10.3389/fped.2025.1688416,True,iteration_2_and_3_combined,1
41210236,PMC12589051,Case Report: Pulmonary color Doppler ultrasonography features of congenital tuberculosis in a preterm infant.,Journal Article,Frontiers in pediatrics,,10.3389/fped.2025.1639412,True,iteration_2_and_3_combined,1
41210238,PMC12592127,Clinical outcomes in the era of test and treat among children living with HIV: a retrospective before/after study in Zambia.,Journal Article,Frontiers in pediatrics,,10.3389/fped.2025.1480705,True,iteration_2_and_3_combined,1
41210386,PMC12590223,Evaluating shock index for prediction of adverse maternal outcomes related to postpartum haemorrhage and maternal sepsis in Sierra Leone: a prospective observational cohort study.,Journal Article,EClinicalMedicine,,10.1016/j.eclinm.2025.103578,True,iteration_2_and_3_combined,1
41210417,PMC12595951,"Prevalence of Weight Gain and Associated Factors Among People Living with HIV 6- and 12-Months Post Dolutegravir-Based Anti-Retroviral Regimen Initiation in Gulu, Uganda; A Hospital-Based Retrospective Cohort Study.",Journal Article,"HIV/AIDS (Auckland, N.Z.)",,10.2147/HIV.S548947,True,iteration_2_and_3_combined,1
41210435,PMC12593176,Treatment process of ALK and ROS1 double-rearranged lung adenocarcinoma cell carcinoma: a case report.,Journal Article,AME case reports,,10.21037/acr-2025-92,True,iteration_2_and_3_combined,1
41210455,PMC12593037,Hepatic disseminated mycobacterium infection: a case report and a literature review.,Journal Article,AME case reports,,10.21037/acr-25-48,True,iteration_2_and_3_combined,1
41210462,PMC12593067,Nasogastric tube feeding-induced iatrogenic empyema: a report of two cases and literature review.,Journal Article,AME case reports,,10.21037/acr-24-294,True,iteration_2_and_3_combined,1
41210469,PMC12593031,Rare case of spontaneous extraperitoneal bladder rupture in an elderly bedbound female: a case report.,Journal Article,AME case reports,,10.21037/acr-25-11,True,iteration_2_and_3_combined,1
41210470,PMC12593049,Unmasking tuberculous lymphadenitis in a middle-aged male with Hashimoto's thyroiditis: a case report.,Journal Article,AME case reports,,10.21037/acr-2025-102,True,iteration_2_and_3_combined,1
41210544,PMC12592946,A New Emerging Threat in Critical Care: Myroides odoratimimus Outbreak in a Tertiary Hospital.,Journal Article,"Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine",,10.5005/jp-journals-10071-25071,True,iteration_2_and_3_combined,1
41210545,PMC12592956,Is Sepsis an Essential Fatty Acids Deficiency State?,Journal Article,"Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine",,10.5005/jp-journals-10071-25064,True,iteration_2_and_3_combined,1
41210592,PMC12595220,Group C Beta Haemolytic Streptococcus Causing Necrotising Pneumonia Complicated With a Pyopneumothorax.,Journal Article,Case reports in pulmonology,,10.1155/crpu/8885401,True,iteration_2_and_3_combined,1
41210683,PMC12595251,Development and validation of a nomogram to predict prognosis of patients with combined hepatocellular-cholangiocarcinoma after hepatic resection.,Journal Article,Journal of Cancer,,10.7150/jca.116790,True,iteration_2_and_3_combined,1
41210693,PMC12595248,Expression of CX3CL1 in the neoplastic lung tissue of squamous cell lung cancer.,Journal Article,Journal of Cancer,,10.7150/jca.116713,True,iteration_2_and_3_combined,1
41210881,PMC12589918,"Respiratory infections in the post-COVID-19 era: impact, prevalence, and clinical characteristics of bacterial and viral co-infections.",Journal Article,Frontiers in medicine,,10.3389/fmed.2025.1597782,True,iteration_2_and_3_combined,1
41210897,PMC12591177,"Clinical Presentation, Treatment, and Outcomes of 28 Patients With Castleman Disease: A Retrospective Analysis of an Italian Cohort.",Journal Article,EJHaem,,10.1002/jha2.70158,True,iteration_2_and_3_combined,1
41210929,PMC12595239,Prospects and Research Trends of Tuberculosis in Iran: A Bibliometric Study With a Science Mapping Approach.,Journal Article,Interdisciplinary perspectives on infectious diseases,,10.1155/ipid/7594073,True,iteration_2_and_3_combined,1
41210934,PMC12595384,Overcoming barriers in HIV testing: Impact and challenges of HIV self-testing in Brazil's high-risk populations.,Letter,"Public health in practice (Oxford, England)",,10.1016/j.puhip.2025.100669,True,iteration_2_and_3_combined,1
41210935,PMC12593694,Using chest X-ray to screen for Tuberculosis on arrival to prison: A service evaluation.,Journal Article,"Public health in practice (Oxford, England)",,10.1016/j.puhip.2025.100675,True,iteration_2_and_3_combined,1
41211019,PMC12594019,A mobile health-based alcohol reduction intervention and its usability among persons with Human Immunodeficiency Virus in Uganda.,Journal Article,mHealth,,10.21037/mhealth-25-25,True,iteration_2_and_3_combined,1
41211027,PMC12595966,Global Research Trends in Sepsis-Associated Coagulopathy: A Web of Science-Based Bibliometric Analysis (2000-2024).,Review,Journal of multidisciplinary healthcare,,10.2147/JMDH.S547136,True,iteration_2_and_3_combined,1
41211059,PMC12596033,Sepsis complicated by haemophagocytic lymphohistiocytosis triggered by methicillin-resistant Staphylococcus aureus and human herpesvirus 8 in an immunocompromised elderly patient: A case report.,Journal Article,Open life sciences,,10.1515/biol-2025-1186,True,iteration_2_and_3_combined,1
41211073,PMC12591255,Predictors of Development of Hepatocellular Carcinoma in Non-Cirrhotic Patients With Metabolic Dysfunction-Associated Steatotic Liver Disease/Metabolic Dysfunction-Associated Steatohepatitis - A Retrospective Analysis of the National Inpatient Sample Database.,Journal Article,Gastroenterology research,,10.14740/gr2053,True,iteration_2_and_3_combined,1
41211085,PMC12594472,Myopericarditis and Pulmonary Edema.,Journal Article,Journal of education & teaching in emergency medicine,,10.21980/J8.52187,True,iteration_2_and_3_combined,1
41211089,PMC12595365,New Delhi metallo-β-lactamase-1 -producing Klebsiella oxytoca sequence type 2 from toilets as the likely source of nosocomial transmission to patients - a root cause analysis.,Journal Article,Infection prevention in practice,,10.1016/j.infpip.2025.100487,True,iteration_2_and_3_combined,1
41211098,PMC12591231,Histoplasmosis-Associated Hemophagocytic Lymphohistiocytosis in the Setting of Granulomatosis With Polyangiitis.,Journal Article,Journal of medical cases,,10.14740/jmc5126,True,iteration_2_and_3_combined,1
41211182,PMC12595991,"Latent Profile Analysis and Influencing Factors of Medication-Related Burden in Multidrug-Resistant Tuberculosis Patients in Chengdu, China.",Journal Article,Patient preference and adherence,,10.2147/PPA.S558068,True,iteration_2_and_3_combined,1
41211238,PMC12591013,Changes in Sexual Risk-taking Behaviours Among Men After Participating in the PEST4MEN HIV Self-Testing Intervention in Two Fishing Communities in Central Uganda.,Journal Article,The East African health research journal,,10.24248/eahrj.v9i1.824,True,iteration_2_and_3_combined,1
41211239,PMC12591024,Xpert MTB/RIF Ultra Ct Value: A Quick Indicator of Sputum Bacillary Load and Smear Status Prediction in Individuals with Pulmonary Tuberculosis.,Journal Article,The East African health research journal,,10.24248/eahrj.v9i1.823,True,iteration_2_and_3_combined,1
41211268,PMC12591017,"Infective Endocarditis Associated With Intravenous Drug Use: Clinical Course, Biological Characteristics, and Outcomes of a Romanian Cohort.",Journal Article,Cureus,,10.7759/cureus.96215,True,iteration_2_and_3_combined,1
41211313,PMC12595946,Gardnerella species exhibit synergy in their ability to displace Lactobacillus crispatus adhered to HeLa cells.,Journal Article,PeerJ,,10.7717/peerj.20076,True,iteration_2_and_3_combined,1
41211328,PMC12591818,Rare Case of Concomitant Pulmonary Tuberculosis and Cytomegalovirus Infection in an Immunocompetent Patient.,Journal Article,Case reports in infectious diseases,,10.1155/crdi/5580312,True,iteration_2_and_3_combined,1
41211375,PMC12592066,An intersectionality perspective on tuberculosis: social determinants affecting tuberculosis mortality rate in Ecuador.,Journal Article,Frontiers in public health,,10.3389/fpubh.2025.1659887,True,iteration_2_and_3_combined,1
41211377,PMC12592102,Clinical epidemiology and prognostic factors in patients with KPC-producing K. pneumoniae infections: a retrospective cohort study.,Journal Article,Frontiers in public health,,10.3389/fpubh.2025.1668530,True,iteration_2_and_3_combined,1
41211395,PMC12588939,A multi-method spatial analysis of dysentery incidence determinants across Chinese provinces.,Journal Article,Frontiers in public health,,10.3389/fpubh.2025.1663473,True,iteration_2_and_3_combined,1
41211398,PMC12593514,"The delivery modes and morbidity/mortality in very preterm infants with birth weight <1,500 g: a retrospective cohort study.",Journal Article,Frontiers in public health,,10.3389/fpubh.2025.1671581,True,iteration_2_and_3_combined,1
41211441,PMC12588830,Real-world safety profile of sonidegib: a disproportionality analysis based on the FDA adverse event reporting system.,Journal Article,Frontiers in oncology,,10.3389/fonc.2025.1642867,True,iteration_2_and_3_combined,1
41211504,PMC12589971,Elevated Homocysteine is Associated With Liver Fibrosis in Metabolic Dysfunction-Associated Steatotic Liver Disease in a Sex- and Menopause-Specific Manner.,Journal Article,Gastro hep advances,,10.1016/j.gastha.2025.100800,True,iteration_2_and_3_combined,1
41211518,PMC12592679,Investigating the Associated Factors of Mood Disorders and Fatigue in Multiple Sclerosis Patients With Cognitive Impairment: A Cross-Sectional Study.,Journal Article,Health science reports,,10.1002/hsr2.71457,True,iteration_2_and_3_combined,1
41211521,PMC12592683,Predicting Infectious Disease Incidence After Flooding Using Artificial Intelligence Models: A Retrospective Pre-Post Cohort Study Using Routinely Collected EHR Data.,Journal Article,Health science reports,,10.1002/hsr2.71470,True,iteration_2_and_3_combined,1
41211523,PMC12592687,Helicobacter pylori Infection Increases Thrombocytopenia and Inflammation in Patients With Hepatitis B and/or C: An Analytical Study in Cameroon.,Journal Article,Health science reports,,10.1002/hsr2.71433,True,iteration_2_and_3_combined,1
41211613,PMC12598495,Obesity in Recovery From Influenza-Like Illness and Effectiveness of Oseltamivir.,Journal Article,Influenza and other respiratory viruses,,10.1111/irv.70185,True,iteration_2_and_3_combined,1
41211615,PMC12598496,A cluster-randomized controlled trial of a combination HIV risk reduction and economic empowerment intervention for women engaged in sex work in Uganda.,Journal Article,Journal of the International AIDS Society,,10.1002/jia2.70057,True,iteration_2_and_3_combined,1
